covtype-hss,	19.949670 10.637354 7.417210 5.733203 4.725579 4.098086 3.602946 3.251445 5.425431 4.511361 4.520652 3.926069
unit-hss,	2.314039 1.332607 0.965536 0.793477 0.699955 0.628776 0.592628 0.558220 0.736904 0.657251 0.666746 0.599349
covtype-h2b,	90.642976 48.243910 33.136270 25.308783 20.358095 17.390318 15.215895 13.672214 24.957019 20.134891 20.406698 17.319899
unit-h2b,	4.687624 2.591538 1.833345 1.455176 1.231192 1.093266 1.011302 0.940527 1.432269 1.228546 1.234014 1.110528
