higgs-1,	12.72	0.076718,
higgs-1k,	7.93	0.079647,
higgs-2k,	0.98	0.028066,
higgs-4k,	2.01	0.039931,
susy-1,	11.96	3.125435,
susy-1k,	7.37	3.045340,
susy-2k,	1.00	0.636916,
susy-4k,	1.53	0.787966,
letter-1,	11.83	6.143583,
letter-1k,	7.49	5.978614,
letter-2k,	1.08	1.266258,
letter-4k,	1.55	1.876678,
grid-1,	12.48	11.797026,
grid-1k,	7.89	11.597297,
grid-2k,	0.96	2.415234,
grid-4k,	2.06	3.338880,
