covtype-hss,	17.4319 11.3892 6.84409 3.78417 2.03569 1.17238 0.786162
unit-hss,	1.55335 0.820789 0.418088 0.215212 0.110346 0.0603421 0.0440149
covtype-h2b,	109.105 78.7191 55.4451 30.3487 16.1562 9.35174 5.61382
unit-h2b,	2.62914 1.41039 0.718081 0.36658 0.188829 0.100672 0.0604601
