covtype-hss,	32.315624 19.052660 10.611733 6.209186 4.471937 3.242525 3.124436
unit-hss,	4.633573 2.733759 1.518522 0.919642 0.757448 0.645917 0.654636
covtype-h2b,	134.321214 80.536317 45.250957 25.288466 15.612270 10.421899 7.918271
unit-h2b,	8.638014 4.870330 2.623142 1.540616 1.075544 0.875022 0.831056
